city,date,unit,type,bucket,value,temp_c,temp_f,temp_display,source
"Shenzhen, CN",2026-08-28,C,point,31.0°C,31.0,31.0,,31.0°C,Polymarket Gamma API
"Shenzhen, CN",2026-08-29,C,point,32.0°C,32.0,32.0,,32.0°C,Polymarket Gamma API
"Shenzhen, CN",2026-08-30,C,point,31.0°C,31.0,31.0,,31.0°C,Polymarket Gamma API
"Shenzhen, CN",2026-08-31,C,point,30.0°C,30.0,30.0,,30.0°C,Polymarket Gamma API
"Shenzhen, CN",2026-09-01,C,point,31.0°C,31.0,31.0,,31.0°C,Polymarket Gamma API
"Shenzhen, CN",2026-09-02,C,point,30.0°C,30.0,30.0,,30.0°C,Polymarket Gamma API
"Shenzhen, CN",2026-09-03,C,point,30.0°C,30.0,30.0,,30.0°C,Polymarket Gamma API
"Shenzhen, CN",2026-09-04,C,point,30.0°C,30.0,30.0,,30.0°C,Polymarket Gamma API
"Shenzhen, CN",2026-09-05,C,point,31.0°C,31.0,31.0,,31.0°C,Polymarket Gamma API
"Singapore, SG",2026-08-06,C,point,32°C,32.0,32.0,,32°C,Polymarket Gamma API
"Singapore, SG",2026-08-07,C,point,33°C,33.0,33.0,,33°C,Polymarket Gamma API
"Singapore, SG",2026-08-08,C,point,32°C,32.0,32.0,,32°C,Polymarket Gamma API
"Singapore, SG",2026-08-09,C,point,32°C,32.0,32.0,,32°C,Polymarket Gamma API
"Singapore, SG",2026-08-10,C,point,32.0°C,32.0,32.0,,32.0°C,Polymarket Gamma API
"Singapore, SG",2026-08-11,C,point,33.0°C,33.0,33.0,,33.0°C,Polymarket Gamma API
"Singapore, SG",2026-08-12,C,point,32.0°C,32.0,32.0,,32.0°C,Polymarket Gamma API
"Singapore, SG",2026-08-13,C,point,32.0°C,32.0,32.0,,32.0°C,Polymarket Gamma API
"Singapore, SG",2026-08-14,C,point,33.0°C,33.0,33.0,,33.0°C,Polymarket Gamma API
"Singapore, SG",2026-08-15,C,point,33.0°C,33.0,33.0,,33.0°C,Polymarket Gamma API
"Singapore, SG",2026-08-16,C,point,32.0°C,32.0,32.0,,32.0°C,Polymarket Gamma API
"Singapore, SG",2026-08-17,C,point,33.0°C,33.0,33.0,,33.0°C,Polymarket Gamma API
"Singapore, SG",2026-08-18,C,point,33.0°C,33.0,33.0,,33.0°C,Polymarket Gamma API
"Singapore, SG",2026-08-19,C,point,33.0°C,33.0,33.0,,33.0°C,Polymarket Gamma API
"Singapore, SG",2026-08-20,C,point,33.0°C,33.0,33.0,,33.0°C,Polymarket Gamma API
"Singapore, SG",2026-08-21,C,point,33.0°C,33.0,33.0,,33.0°C,Polymarket Gamma API
"Singapore, SG",2026-08-22,C,point,33.0°C,33.0,33.0,,33.0°C,Polymarket Gamma API
"Singapore, SG",2026-08-23,C,point,33.0°C,33.0,33.0,,33.0°C,Polymarket Gamma API
"Singapore, SG",2026-08-24,C,point,33.0°C,33.0,33.0,,33.0°C,Polymarket Gamma API
"Singapore, SG",2026-08-25,C,point,33.0°C,33.0,33.0,,33.0°C,Polymarket Gamma API
"Singapore, SG",2026-08-26,C,point,31.0°C,31.0,31.0,,31.0°C,Polymarket Gamma API
"Singapore, SG",2026-08-27,C,point,33.0°C,33.0,33.0,,33.0°C,Polymarket Gamma API
"Singapore, SG",2026-08-28,C,point,33.0°C,33.0,33.0,,33.0°C,Polymarket Gamma API
"Singapore, SG",2026-08-29,C,point,33.0°C,33.0,33.0,,33.0°C,Polymarket Gamma API
"Singapore, SG",2026-08-30,C,point,32.0°C,32.0,32.0,,32.0°C,Polymarket Gamma API
"Singapore, SG",2026-08-31,C,point,30.0°C,30.0,30.0,,30.0°C,Polymarket Gamma API
"Singapore, SG",2026-09-01,C,point,32.0°C,32.0,32.0,,32.0°C,Polymarket Gamma API
"Singapore, SG",2026-09-02,C,point,33.0°C,33.0,33.0,,33.0°C,Polymarket Gamma API
"Singapore, SG",2026-09-03,C,point,33.0°C,33.0,33.0,,33.0°C,Polymarket Gamma API
"Singapore, SG",2026-09-04,C,point,33.0°C,33.0,33.0,,33.0°C,Polymarket Gamma API
"Singapore, SG",2026-09-05,C,point,33.0°C,33.0,33.0,,33.0°C,Polymarket Gamma API
"Taipei, TW",2026-08-06,C,point,36°C,36.0,36.0,,36°C,Polymarket Gamma API
"Taipei, TW",2026-08-07,C,point,33°C,33.0,33.0,,33°C,Polymarket Gamma API
"Taipei, TW",2026-08-08,C,threshold,32°C or higher,,,,32°C or higher,Polymarket Gamma API
"Taipei, TW",2026-08-09,C,point,29°C,29.0,29.0,,29°C,Polymarket Gamma API
"Taipei, TW",2026-08-10,C,point,36.0°C,36.0,36.0,,36.0°C,Polymarket Gamma API
"Taipei, TW",2026-08-11,C,point,35.0°C,35.0,35.0,,35.0°C,Polymarket Gamma API
"Taipei, TW",2026-08-12,C,point,36.0°C,36.0,36.0,,36.0°C,Polymarket Gamma API
"Taipei, TW",2026-08-13,C,point,36.0°C,36.0,36.0,,36.0°C,Polymarket Gamma API
"Taipei, TW",2026-08-14,C,point,37.0°C,37.0,37.0,,37.0°C,Polymarket Gamma API
"Taipei, TW",2026-08-15,C,point,36.0°C,36.0,36.0,,36.0°C,Polymarket Gamma API
"Taipei, TW",2026-08-16,C,point,36.0°C,36.0,36.0,,36.0°C,Polymarket Gamma API
"Taipei, TW",2026-08-17,C,point,36.0°C,36.0,36.0,,36.0°C,Polymarket Gamma API
"Taipei, TW",2026-08-18,C,point,34.0°C,34.0,34.0,,34.0°C,Polymarket Gamma API
"Taipei, TW",2026-08-19,C,point,32.0°C,32.0,32.0,,32.0°C,Polymarket Gamma API
"Taipei, TW",2026-08-20,C,point,33.0°C,33.0,33.0,,33.0°C,Polymarket Gamma API
"Taipei, TW",2026-08-21,C,point,35.0°C,35.0,35.0,,35.0°C,Polymarket Gamma API
"Taipei, TW",2026-08-22,C,point,35.0°C,35.0,35.0,,35.0°C,Polymarket Gamma API
"Taipei, TW",2026-08-23,C,point,32.0°C,32.0,32.0,,32.0°C,Polymarket Gamma API
"Taipei, TW",2026-08-24,C,point,31.0°C,31.0,31.0,,31.0°C,Polymarket Gamma API
"Taipei, TW",2026-08-25,C,point,30.0°C,30.0,30.0,,30.0°C,Polymarket Gamma API
"Taipei, TW",2026-08-26,C,point,32.0°C,32.0,32.0,,32.0°C,Polymarket Gamma API
"Taipei, TW",2026-08-27,C,point,35.0°C,35.0,35.0,,35.0°C,Polymarket Gamma API
"Taipei, TW",2026-08-28,C,point,37.0°C,37.0,37.0,,37.0°C,Polymarket Gamma API
"Taipei, TW",2026-08-29,C,point,35.0°C,35.0,35.0,,35.0°C,Polymarket Gamma API
"Taipei, TW",2026-08-30,C,point,35.0°C,35.0,35.0,,35.0°C,Polymarket Gamma API
"Taipei, TW",2026-08-31,C,point,34.0°C,34.0,34.0,,34.0°C,Polymarket Gamma API
"Taipei, TW",2026-09-01,C,point,32.0°C,32.0,32.0,,32.0°C,Polymarket Gamma API
"Taipei, TW",2026-09-02,C,point,33.0°C,33.0,33.0,,33.0°C,Polymarket Gamma API
"Taipei, TW",2026-09-03,C,point,30.0°C,30.0,30.0,,30.0°C,Polymarket Gamma API
"Taipei, TW",2026-09-04,C,point,27.0°C,27.0,27.0,,27.0°C,Polymarket Gamma API
"Taipei, TW",2026-09-05,C,point,31.0°C,31.0,31.0,,31.0°C,Polymarket Gamma API
"Tel Aviv, IL",2026-08-06,C,point,33°C,33.0,33.0,,33°C,Polymarket Gamma API
"Tel Aviv, IL",2026-08-07,C,point,32°C,32.0,32.0,,32°C,Polymarket Gamma API
"Tel Aviv, IL",2026-08-08,C,point,32°C,32.0,32.0,,32°C,Polymarket Gamma API
"Tel Aviv, IL",2026-08-09,C,point,33°C,33.0,33.0,,33°C,Polymarket Gamma API
"Tel Aviv, IL",2026-08-10,C,point,34.0°C,34.0,34.0,,34.0°C,Polymarket Gamma API
"Tel Aviv, IL",2026-08-11,C,point,35.0°C,35.0,35.0,,35.0°C,Polymarket Gamma API
"Tel Aviv, IL",2026-08-12,C,point,35.0°C,35.0,35.0,,35.0°C,Polymarket Gamma API
"Tel Aviv, IL",2026-08-13,C,point,34.0°C,34.0,34.0,,34.0°C,Polymarket Gamma API
"Tel Aviv, IL",2026-08-14,C,point,32.0°C,32.0,32.0,,32.0°C,Polymarket Gamma API
"Tel Aviv, IL",2026-08-15,C,point,33.0°C,33.0,33.0,,33.0°C,Polymarket Gamma API
"Tel Aviv, IL",2026-08-16,C,point,33.0°C,33.0,33.0,,33.0°C,Polymarket Gamma API
"Tel Aviv, IL",2026-08-17,C,point,31.0°C,31.0,31.0,,31.0°C,Polymarket Gamma API
"Tel Aviv, IL",2026-08-18,C,point,32.0°C,32.0,32.0,,32.0°C,Polymarket Gamma API
"Tel Aviv, IL",2026-08-19,C,point,32.0°C,32.0,32.0,,32.0°C,Polymarket Gamma API
"Tel Aviv, IL",2026-08-20,C,point,32.0°C,32.0,32.0,,32.0°C,Polymarket Gamma API
"Tel Aviv, IL",2026-08-21,C,point,33.0°C,33.0,33.0,,33.0°C,Polymarket Gamma API
"Tel Aviv, IL",2026-08-22,C,point,33.0°C,33.0,33.0,,33.0°C,Polymarket Gamma API
"Tel Aviv, IL",2026-08-23,C,point,32.0°C,32.0,32.0,,32.0°C,Polymarket Gamma API
"Tel Aviv, IL",2026-08-24,C,point,33.0°C,33.0,33.0,,33.0°C,Polymarket Gamma API
"Tel Aviv, IL",2026-08-25,C,point,33.0°C,33.0,33.0,,33.0°C,Polymarket Gamma API
"Tel Aviv, IL",2026-08-26,C,point,33.0°C,33.0,33.0,,33.0°C,Polymarket Gamma API
"Tel Aviv, IL",2026-08-27,C,point,33.0°C,33.0,33.0,,33.0°C,Polymarket Gamma API
"Tel Aviv, IL",2026-08-28,C,point,33.0°C,33.0,33.0,,33.0°C,Polymarket Gamma API
"Tel Aviv, IL",2026-08-29,C,point,33.0°C,33.0,33.0,,33.0°C,Polymarket Gamma API
"Tel Aviv, IL",2026-08-30,C,point,32.0°C,32.0,32.0,,32.0°C,Polymarket Gamma API
"Tel Aviv, IL",2026-08-31,C,point,32.0°C,32.0,32.0,,32.0°C,Polymarket Gamma API
"Tel Aviv, IL",2026-09-01,C,point,32.0°C,32.0,32.0,,32.0°C,Polymarket Gamma API
"Tel Aviv, IL",2026-09-02,C,point,33.0°C,33.0,33.0,,33.0°C,Polymarket Gamma API
"Tel Aviv, IL",2026-09-03,C,point,32.0°C,32.0,32.0,,32.0°C,Polymarket Gamma API
"Tel Aviv, IL",2026-09-04,C,point,32.0°C,32.0,32.0,,32.0°C,Polymarket Gamma API
"Tel Aviv, IL",2026-09-05,C,point,32.0°C,32.0,32.0,,32.0°C,Polymarket Gamma API
"Tokyo, JP",2026-08-06,C,point,31°C,31.0,31.0,,31°C,Polymarket Gamma API
"Tokyo, JP",2026-08-07,C,point,33°C,33.0,33.0,,33°C,Polymarket Gamma API
"Tokyo, JP",2026-08-08,C,point,34°C,34.0,34.0,,34°C,Polymarket Gamma API
"Tokyo, JP",2026-08-09,C,point,33°C,33.0,33.0,,33°C,Polymarket Gamma API
"Tokyo, JP",2026-08-10,C,point,30.0°C,30.0,30.0,,30.0°C,Polymarket Gamma API
"Tokyo, JP",2026-08-11,C,point,32.0°C,32.0,32.0,,32.0°C,Polymarket Gamma API
"Tokyo, JP",2026-08-12,C,point,29.0°C,29.0,29.0,,29.0°C,Polymarket Gamma API
"Tokyo, JP",2026-08-13,C,point,28.0°C,28.0,28.0,,28.0°C,Polymarket Gamma API
"Tokyo, JP",2026-08-14,C,point,31.0°C,31.0,31.0,,31.0°C,Polymarket Gamma API
"Tokyo, JP",2026-08-15,C,point,29.0°C,29.0,29.0,,29.0°C,Polymarket Gamma API
"Tokyo, JP",2026-08-16,C,point,26.0°C,26.0,26.0,,26.0°C,Polymarket Gamma API
"Tokyo, JP",2026-08-17,C,point,29.0°C,29.0,29.0,,29.0°C,Polymarket Gamma API
"Tokyo, JP",2026-08-18,C,point,31.0°C,31.0,31.0,,31.0°C,Polymarket Gamma API
"Tokyo, JP",2026-08-19,C,point,32.0°C,32.0,32.0,,32.0°C,Polymarket Gamma API
"Tokyo, JP",2026-08-20,C,point,33.0°C,33.0,33.0,,33.0°C,Polymarket Gamma API
"Tokyo, JP",2026-08-21,C,point,32.0°C,32.0,32.0,,32.0°C,Polymarket Gamma API
"Tokyo, JP",2026-08-22,C,point,31.0°C,31.0,31.0,,31.0°C,Polymarket Gamma API
"Tokyo, JP",2026-08-23,C,point,31.0°C,31.0,31.0,,31.0°C,Polymarket Gamma API
"Tokyo, JP",2026-08-24,C,point,33.0°C,33.0,33.0,,33.0°C,Polymarket Gamma API
"Tokyo, JP",2026-08-25,C,point,34.0°C,34.0,34.0,,34.0°C,Polymarket Gamma API
"Tokyo, JP",2026-08-26,C,point,33.0°C,33.0,33.0,,33.0°C,Polymarket Gamma API
"Tokyo, JP",2026-08-27,C,point,30.0°C,30.0,30.0,,30.0°C,Polymarket Gamma API
"Tokyo, JP",2026-08-28,C,point,32.0°C,32.0,32.0,,32.0°C,Polymarket Gamma API
"Tokyo, JP",2026-08-29,C,point,27.0°C,27.0,27.0,,27.0°C,Polymarket Gamma API
"Tokyo, JP",2026-08-30,C,point,26.0°C,26.0,26.0,,26.0°C,Polymarket Gamma API
"Tokyo, JP",2026-08-31,C,point,27.0°C,27.0,27.0,,27.0°C,Polymarket Gamma API
"Tokyo, JP",2026-09-01,C,point,28.0°C,28.0,28.0,,28.0°C,Polymarket Gamma API
"Tokyo, JP",2026-09-02,C,point,31.0°C,31.0,31.0,,31.0°C,Polymarket Gamma API
"Tokyo, JP",2026-09-03,C,point,31.0°C,31.0,31.0,,31.0°C,Polymarket Gamma API
"Tokyo, JP",2026-09-04,C,point,27.0°C,27.0,27.0,,27.0°C,Polymarket Gamma API
"Tokyo, JP",2026-09-05,C,point,25.0°C,25.0,25.0,,25.0°C,Polymarket Gamma API
"Toronto, CA",2026-08-06,C,point,29°C,29.0,29.0,,29°C,Polymarket Gamma API
"Toronto, CA",2026-08-07,C,point,26°C,26.0,26.0,,26°C,Polymarket Gamma API
"Toronto, CA",2026-08-08,C,point,30°C,30.0,30.0,,30°C,Polymarket Gamma API
"Toronto, CA",2026-08-09,C,point,27°C,27.0,27.0,,27°C,Polymarket Gamma API
"Toronto, CA",2026-08-10,C,point,29.0°C,29.0,29.0,,29.0°C,Polymarket Gamma API
"Toronto, CA",2026-08-11,C,point,29.0°C,29.0,29.0,,29.0°C,Polymarket Gamma API
"Toronto, CA",2026-08-12,C,point,27.0°C,27.0,27.0,,27.0°C,Polymarket Gamma API
"Toronto, CA",2026-08-13,C,point,28.0°C,28.0,28.0,,28.0°C,Polymarket Gamma API
"Toronto, CA",2026-08-14,C,point,27.0°C,27.0,27.0,,27.0°C,Polymarket Gamma API
"Toronto, CA",2026-08-15,C,point,24.0°C,24.0,24.0,,24.0°C,Polymarket Gamma API
"Toronto, CA",2026-08-16,C,point,26.0°C,26.0,26.0,,26.0°C,Polymarket Gamma API
"Toronto, CA",2026-08-17,C,point,26.0°C,26.0,26.0,,26.0°C,Polymarket Gamma API
"Toronto, CA",2026-08-18,C,point,27.0°C,27.0,27.0,,27.0°C,Polymarket Gamma API
"Toronto, CA",2026-08-19,C,point,27.0°C,27.0,27.0,,27.0°C,Polymarket Gamma API
"Toronto, CA",2026-08-20,C,point,24.0°C,24.0,24.0,,24.0°C,Polymarket Gamma API
"Toronto, CA",2026-08-21,C,point,25.0°C,25.0,25.0,,25.0°C,Polymarket Gamma API
"Toronto, CA",2026-08-22,C,point,25.0°C,25.0,25.0,,25.0°C,Polymarket Gamma API
"Toronto, CA",2026-08-23,C,point,20.0°C,20.0,20.0,,20.0°C,Polymarket Gamma API
"Toronto, CA",2026-08-24,C,point,22.0°C,22.0,22.0,,22.0°C,Polymarket Gamma API
"Toronto, CA",2026-08-25,C,point,25.0°C,25.0,25.0,,25.0°C,Polymarket Gamma API
"Toronto, CA",2026-08-26,C,point,24.0°C,24.0,24.0,,24.0°C,Polymarket Gamma API
"Toronto, CA",2026-08-27,C,point,26.0°C,26.0,26.0,,26.0°C,Polymarket Gamma API
"Toronto, CA",2026-08-28,C,point,22.0°C,22.0,22.0,,22.0°C,Polymarket Gamma API
"Toronto, CA",2026-08-29,C,point,26.0°C,26.0,26.0,,26.0°C,Polymarket Gamma API
"Toronto, CA",2026-08-30,C,point,22.0°C,22.0,22.0,,22.0°C,Polymarket Gamma API
"Toronto, CA",2026-08-31,C,point,21.0°C,21.0,21.0,,21.0°C,Polymarket Gamma API
"Toronto, CA",2026-09-01,C,point,27.0°C,27.0,27.0,,27.0°C,Polymarket Gamma API
"Toronto, CA",2026-09-02,C,point,28.0°C,28.0,28.0,,28.0°C,Polymarket Gamma API
"Toronto, CA",2026-09-03,C,point,29.0°C,29.0,29.0,,29.0°C,Polymarket Gamma API
"Toronto, CA",2026-09-04,C,point,25.0°C,25.0,25.0,,25.0°C,Polymarket Gamma API
"Warsaw, PL",2026-08-06,C,point,33°C,33.0,33.0,,33°C,Polymarket Gamma API
"Warsaw, PL",2026-08-07,C,point,24°C,24.0,24.0,,24°C,Polymarket Gamma API
"Warsaw, PL",2026-08-08,C,point,22°C,22.0,22.0,,22°C,Polymarket Gamma API
"Warsaw, PL",2026-08-09,C,point,25°C,25.0,25.0,,25°C,Polymarket Gamma API
"Warsaw, PL",2026-08-10,C,point,32.0°C,32.0,32.0,,32.0°C,Polymarket Gamma API
"Warsaw, PL",2026-08-11,C,point,22.0°C,22.0,22.0,,22.0°C,Polymarket Gamma API
"Warsaw, PL",2026-08-12,C,point,22.0°C,22.0,22.0,,22.0°C,Polymarket Gamma API
"Warsaw, PL",2026-08-13,C,point,23.0°C,23.0,23.0,,23.0°C,Polymarket Gamma API
"Warsaw, PL",2026-08-14,C,point,26.0°C,26.0,26.0,,26.0°C,Polymarket Gamma API
"Warsaw, PL",2026-08-15,C,point,30.0°C,30.0,30.0,,30.0°C,Polymarket Gamma API
"Warsaw, PL",2026-08-16,C,point,30.0°C,30.0,30.0,,30.0°C,Polymarket Gamma API
"Warsaw, PL",2026-08-17,C,point,24.0°C,24.0,24.0,,24.0°C,Polymarket Gamma API
"Warsaw, PL",2026-08-18,C,point,21.0°C,21.0,21.0,,21.0°C,Polymarket Gamma API
"Warsaw, PL",2026-08-19,C,point,23.0°C,23.0,23.0,,23.0°C,Polymarket Gamma API
"Warsaw, PL",2026-08-20,C,threshold,25°C or higher,,,,25°C or higher,Polymarket Gamma API
"Warsaw, PL",2026-08-21,C,point,27.0°C,27.0,27.0,,27.0°C,Polymarket Gamma API
"Warsaw, PL",2026-08-22,C,point,23.0°C,23.0,23.0,,23.0°C,Polymarket Gamma API
"Warsaw, PL",2026-08-23,C,point,19.0°C,19.0,19.0,,19.0°C,Polymarket Gamma API
"Warsaw, PL",2026-08-24,C,point,18.0°C,18.0,18.0,,18.0°C,Polymarket Gamma API
"Warsaw, PL",2026-08-25,C,point,22.0°C,22.0,22.0,,22.0°C,Polymarket Gamma API
"Warsaw, PL",2026-08-26,C,point,23.0°C,23.0,23.0,,23.0°C,Polymarket Gamma API
"Warsaw, PL",2026-08-27,C,point,24.0°C,24.0,24.0,,24.0°C,Polymarket Gamma API
"Warsaw, PL",2026-08-28,C,point,25.0°C,25.0,25.0,,25.0°C,Polymarket Gamma API
"Warsaw, PL",2026-08-29,C,point,23.0°C,23.0,23.0,,23.0°C,Polymarket Gamma API
"Warsaw, PL",2026-08-30,C,point,26.0°C,26.0,26.0,,26.0°C,Polymarket Gamma API
"Warsaw, PL",2026-08-31,C,threshold,27°C or higher,,,,27°C or higher,Polymarket Gamma API
"Warsaw, PL",2026-09-01,C,point,21.0°C,21.0,21.0,,21.0°C,Polymarket Gamma API
"Warsaw, PL",2026-09-02,C,point,22.0°C,22.0,22.0,,22.0°C,Polymarket Gamma API
"Warsaw, PL",2026-09-03,C,point,23.0°C,23.0,23.0,,23.0°C,Polymarket Gamma API
"Warsaw, PL",2026-09-04,C,point,22.0°C,22.0,22.0,,22.0°C,Polymarket Gamma API
"Warsaw, PL",2026-09-05,C,point,21.0°C,21.0,21.0,,21.0°C,Polymarket Gamma API
"Wellington, NZ",2026-08-06,C,point,10°C,10.0,10.0,,10°C,Polymarket Gamma API
"Wellington, NZ",2026-08-07,C,point,12°C,12.0,12.0,,12°C,Polymarket Gamma API
"Wellington, NZ",2026-08-08,C,point,13°C,13.0,13.0,,13°C,Polymarket Gamma API
"Wellington, NZ",2026-08-09,C,point,14°C,14.0,14.0,,14°C,Polymarket Gamma API
"Wellington, NZ",2026-08-10,C,point,15.0°C,15.0,15.0,,15.0°C,Polymarket Gamma API
"Wellington, NZ",2026-08-11,C,point,12.0°C,12.0,12.0,,12.0°C,Polymarket Gamma API
"Wellington, NZ",2026-08-12,C,point,14.0°C,14.0,14.0,,14.0°C,Polymarket Gamma API
"Wellington, NZ",2026-08-13,C,point,15.0°C,15.0,15.0,,15.0°C,Polymarket Gamma API
"Wellington, NZ",2026-08-14,C,point,13.0°C,13.0,13.0,,13.0°C,Polymarket Gamma API
"Wellington, NZ",2026-08-15,C,point,13.0°C,13.0,13.0,,13.0°C,Polymarket Gamma API
"Wellington, NZ",2026-08-16,C,point,10.0°C,10.0,10.0,,10.0°C,Polymarket Gamma API
"Wellington, NZ",2026-08-17,C,point,10.0°C,10.0,10.0,,10.0°C,Polymarket Gamma API
"Wellington, NZ",2026-08-18,C,point,12.0°C,12.0,12.0,,12.0°C,Polymarket Gamma API
"Wellington, NZ",2026-08-19,C,point,11.0°C,11.0,11.0,,11.0°C,Polymarket Gamma API
"Wellington, NZ",2026-08-20,C,point,12.0°C,12.0,12.0,,12.0°C,Polymarket Gamma API
"Wellington, NZ",2026-08-21,C,point,15.0°C,15.0,15.0,,15.0°C,Polymarket Gamma API
"Wellington, NZ",2026-08-22,C,point,16.0°C,16.0,16.0,,16.0°C,Polymarket Gamma API
"Wellington, NZ",2026-08-23,C,point,17.0°C,17.0,17.0,,17.0°C,Polymarket Gamma API
"Wellington, NZ",2026-08-24,C,point,15.0°C,15.0,15.0,,15.0°C,Polymarket Gamma API
"Wellington, NZ",2026-08-25,C,point,17.0°C,17.0,17.0,,17.0°C,Polymarket Gamma API
"Wellington, NZ",2026-08-26,C,point,16.0°C,16.0,16.0,,16.0°C,Polymarket Gamma API
"Wellington, NZ",2026-08-27,C,point,14.0°C,14.0,14.0,,14.0°C,Polymarket Gamma API
"Wellington, NZ",2026-08-28,C,point,16.0°C,16.0,16.0,,16.0°C,Polymarket Gamma API
"Wellington, NZ",2026-08-29,C,point,15.0°C,15.0,15.0,,15.0°C,Polymarket Gamma API
"Wellington, NZ",2026-08-30,C,point,18.0°C,18.0,18.0,,18.0°C,Polymarket Gamma API
"Wellington, NZ",2026-08-31,C,point,17.0°C,17.0,17.0,,17.0°C,Polymarket Gamma API
"Wellington, NZ",2026-09-01,C,point,14.0°C,14.0,14.0,,14.0°C,Polymarket Gamma API
"Wellington, NZ",2026-09-02,C,point,15.0°C,15.0,15.0,,15.0°C,Polymarket Gamma API
"Wellington, NZ",2026-09-03,C,point,17.0°C,17.0,17.0,,17.0°C,Polymarket Gamma API
"Wellington, NZ",2026-09-04,C,point,18.0°C,18.0,18.0,,18.0°C,Polymarket Gamma API
"Wellington, NZ",2026-09-05,C,point,15.0°C,15.0,15.0,,15.0°C,Polymarket Gamma API
"Wuhan, CN",2026-08-06,C,point,36°C,36.0,36.0,,36°C,Polymarket Gamma API
"Wuhan, CN",2026-08-07,C,point,37°C,37.0,37.0,,37°C,Polymarket Gamma API
"Wuhan, CN",2026-08-08,C,point,37°C,37.0,37.0,,37°C,Polymarket Gamma API
"Wuhan, CN",2026-08-09,C,point,33°C,33.0,33.0,,33°C,Polymarket Gamma API
"Wuhan, CN",2026-08-10,C,point,29.0°C,29.0,29.0,,29.0°C,Polymarket Gamma API
"Wuhan, CN",2026-08-11,C,point,29.0°C,29.0,29.0,,29.0°C,Polymarket Gamma API
"Wuhan, CN",2026-08-12,C,point,28.0°C,28.0,28.0,,28.0°C,Polymarket Gamma API
"Wuhan, CN",2026-08-13,C,point,26.0°C,26.0,26.0,,26.0°C,Polymarket Gamma API
"Wuhan, CN",2026-08-14,C,point,30.0°C,30.0,30.0,,30.0°C,Polymarket Gamma API
"Wuhan, CN",2026-08-15,C,point,28.0°C,28.0,28.0,,28.0°C,Polymarket Gamma API
"Wuhan, CN",2026-08-16,C,point,32.0°C,32.0,32.0,,32.0°C,Polymarket Gamma API
"Wuhan, CN",2026-08-17,C,point,34.0°C,34.0,34.0,,34.0°C,Polymarket Gamma API
"Wuhan, CN",2026-08-18,C,point,35.0°C,35.0,35.0,,35.0°C,Polymarket Gamma API
"Wuhan, CN",2026-08-19,C,point,36.0°C,36.0,36.0,,36.0°C,Polymarket Gamma API
"Wuhan, CN",2026-08-20,C,point,36.0°C,36.0,36.0,,36.0°C,Polymarket Gamma API
"Wuhan, CN",2026-08-21,C,point,35.0°C,35.0,35.0,,35.0°C,Polymarket Gamma API
"Wuhan, CN",2026-08-22,C,point,36.0°C,36.0,36.0,,36.0°C,Polymarket Gamma API
"Wuhan, CN",2026-08-23,C,point,35.0°C,35.0,35.0,,35.0°C,Polymarket Gamma API
"Wuhan, CN",2026-08-24,C,threshold,37°C or higher,,,,37°C or higher,Polymarket Gamma API
"Wuhan, CN",2026-08-25,C,point,37.0°C,37.0,37.0,,37.0°C,Polymarket Gamma API
"Wuhan, CN",2026-08-26,C,point,37.0°C,37.0,37.0,,37.0°C,Polymarket Gamma API
"Wuhan, CN",2026-08-27,C,point,39.0°C,39.0,39.0,,39.0°C,Polymarket Gamma API
"Wuhan, CN",2026-08-28,C,point,36.0°C,36.0,36.0,,36.0°C,Polymarket Gamma API
"Wuhan, CN",2026-08-29,C,point,30.0°C,30.0,30.0,,30.0°C,Polymarket Gamma API
"Wuhan, CN",2026-08-30,C,point,33.0°C,33.0,33.0,,33.0°C,Polymarket Gamma API
"Wuhan, CN",2026-08-31,C,point,34.0°C,34.0,34.0,,34.0°C,Polymarket Gamma API
"Wuhan, CN",2026-09-01,C,point,28.0°C,28.0,28.0,,28.0°C,Polymarket Gamma API
"Wuhan, CN",2026-09-02,C,point,32.0°C,32.0,32.0,,32.0°C,Polymarket Gamma API
"Wuhan, CN",2026-09-03,C,point,27.0°C,27.0,27.0,,27.0°C,Polymarket Gamma API
"Wuhan, CN",2026-09-04,C,point,31.0°C,31.0,31.0,,31.0°C,Polymarket Gamma API
"Wuhan, CN",2026-09-05,C,point,31.0°C,31.0,31.0,,31.0°C,Polymarket Gamma API
"Zhengzhou, CN",2026-08-07,C,threshold,32°C or higher,,,,32°C or higher,Polymarket Gamma API
"Zhengzhou, CN",2026-08-08,C,point,31°C,31.0,31.0,,31°C,Polymarket Gamma API
"Zhengzhou, CN",2026-08-09,C,point,31°C,31.0,31.0,,31°C,Polymarket Gamma API
"Zhengzhou, CN",2026-08-10,C,threshold,32°C or higher,,,,32°C or higher,Polymarket Gamma API
"Zhengzhou, CN",2026-08-11,C,point,26.0°C,26.0,26.0,,26.0°C,Polymarket Gamma API
"Zhengzhou, CN",2026-08-12,C,point,25.0°C,25.0,25.0,,25.0°C,Polymarket Gamma API
"Zhengzhou, CN",2026-08-13,C,point,27.0°C,27.0,27.0,,27.0°C,Polymarket Gamma API
"Zhengzhou, CN",2026-08-14,C,point,29.0°C,29.0,29.0,,29.0°C,Polymarket Gamma API
"Zhengzhou, CN",2026-08-15,C,point,31.0°C,31.0,31.0,,31.0°C,Polymarket Gamma API
"Zhengzhou, CN",2026-08-16,C,threshold,32°C or higher,,,,32°C or higher,Polymarket Gamma API
